meter,mode,nps,length,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,left,right,all,stream_percentage,max_stream_length,jack_percentage,crossover_percentage
16,dance-single,7.261739264868278,4.736198448394496,1.066519361565047,0.8035881925347351,0.8407736523446885,1.0296373981501858,,,,,0.4712384605785414,0.4742653608480802,0.22803340861428034,90.43624161073825,47,0.0,63.59060402684564
18,dance-double,9.095867783495617,4.726289871055602,2.8646553000466763,1.3693911137501087,1.1917039808655125,0.7807513541297989,0.7414104784876928,1.355565709453947,1.4475184976041515,3.002713576798943,0.2937362954530167,0.2962170535872606,0.1684983472162682,99.44979367262724,133,0.0,30.536451169188446
14,dance-double,6.222228013568668,4.702451149793974,3.046252816910025,3.051451853672325,2.5244157314777826,1.2443250587662398,1.3103471365290873,2.7829181225479567,2.6049331111602427,3.823964379794683,0.42636386523493613,0.44257448549781137,0.26017262258211876,95.19038076152304,80,0.0,26.252505010020037
18,dance-double,11.986471555445323,4.768996760145802,2.282501919570844,1.3545907923438216,1.216220948915475,0.5977419751980215,0.6079587938618815,1.7596379980097596,1.8079774335365646,3.085221890425927,0.250374436669175,0.2686601554053923,0.14681471768329163,97.3902728351127,206,0.0,36.5361803084223
11,dance-single,4.724713739126264,4.666575679315583,2.1975534716094653,1.4834706585393824,1.4131365930009345,2.107646202860738,,,,,0.8700673183438595,0.8476276027879137,0.38604771021625783,76.58227848101265,19,0.0,65.50632911392405
18,dance-single,11.998632251354312,4.68532058017092,0.6166129674538174,0.5971937128435194,0.6173676908982316,0.6119977482176502,,,,,0.31498944876108226,0.3072096105760662,0.14858819245723257,93.84116693679093,117,0.0,64.99189627228526
17,dance-double,9.041523322543515,4.709530201312334,2.793629774329535,1.8294017847321824,2.262937677109211,0.8663212020964051,0.9099482859361084,1.9420212231498475,2.920506832530201,3.984824805406513,0.3519093406283755,0.3798584606360441,0.21500224772507978,94.19354838709677,51,0.0,35.64516129032258
12,dance-single,5.663452647263051,4.615160120017439,1.2685481053637369,1.11599665822266,1.2780893603186596,1.211746830154615,,,,,0.581594979894017,0.5992249443764921,0.2749033677571398,88.68421052631578,23,0.0,55.00000000000001
11,dance-double,4.552591724458487,4.636494419230117,3.3453342141186018,4.4199834322655835,3.27768765317713,2.2398500623317172,2.400551670522123,2.4720087033110554,3.345199044082394,4.436794759478557,0.6738922157476753,0.6515832389373609,0.3785655434944727,81.9672131147541,28,0.0,26.557377049180324
13,dance-double,5.22275982181941,4.559712463063308,5.291222836124636,3.7907144381631004,3.129788810463905,1.3756538662364362,1.3349973552991181,2.6437420989638665,5.078766411388878,4.489830469909752,0.538558106861031,0.49752913583893915,0.2803398249624245,98.32869080779945,48,0.0,29.247910863509752
2,dance-single,1.0,4.751562274203161,9.551383152466384,11.45519722465823,11.358446384384264,23.086380244619328,,,,,6.061555171405698,7.075287259574678,2.977438585151703,0.0,0,0.0,43.47826086956522
13,dance-double,4.914965358944595,4.611599473752995,3.743684780685187,1.9642172863228997,2.6905471691741916,1.6793127175767635,1.8971410702914506,2.2036416714819653,3.02283459705953,3.4908255976991986,0.454493253316275,0.4841552622427334,0.2843080777818818,90.95890410958904,18,0.273972602739726,20.273972602739725
14,dance-single,6.301694483894141,4.819474788635096,1.3373223022046006,1.191799241591443,1.2004244838831801,1.360770755994406,,,,,0.6149146229122081,0.6385351284188205,0.3080865052048865,80.12170385395537,31,0.0,50.709939148073026
6,dance-single,2.6126347172270843,4.712534692314614,4.054475983527473,2.9344366538126794,3.4398380671289206,3.899305844068989,,,,,1.8712246796846896,1.9483857053188276,0.8573332080435456,0.0,0,0.0,67.13286713286713
12,dance-double,4.644606308223766,4.6418588500551365,4.90849017142654,4.8266020582286675,3.3336285712838154,1.7371225822448217,1.8224992494262262,3.1409920148421033,3.7993175728726087,5.846200227401916,0.6055230718275036,0.5924265280995218,0.35075577774665107,70.21857923497268,8,0.0,29.508196721311474
9,dance-single,3.5160087893223935,4.7060014600994045,3.454897224709453,1.8333762009352927,2.04079057786,3.383636002130944,,,,,1.118178253237941,1.181464306696156,0.5317624642748107,0.0,0,0.0,58.06451612903226
5,dance-single,2.7728095198076796,4.510573751407033,2.4587672432553966,3.948112048680002,4.437510523643406,2.3931404758042354,,,,,1.349157137981816,1.4263404805898048,0.6847032844245537,0.0,0,0.0,53.17460317460318
10,dance-single,4.030315487482177,4.671659927256925,1.6941652034431067,1.8698089024658446,1.8489428666869407,1.6705213577086522,,,,,0.8980486916695685,0.903589310190198,0.4196850484398448,83.05084745762711,17,0.0,58.644067796610166
8,dance-double,3.3691888021789365,4.687671407499835,2.9343361763151767,8.415090525719519,5.219818923841117,2.590199102361024,3.4190739864680837,4.4024789732885194,4.6043394647770945,5.968832427266623,0.9490096635493346,0.8936358788562021,0.5492264957090605,0.0,0,0.0,19.170984455958546
6,dance-double,2.7996295570947836,4.636193934089754,5.974210461889623,7.537967826826556,5.169153633570676,2.477638671962669,2.377125046407982,6.160033161151978,4.771049510315149,6.0912807168881224,0.9720385343371526,0.8990983723501391,0.49220262676312976,3.0303030303030303,3,0.0,24.747474747474747
13,dance-double,5.665601464939681,4.690430029938915,2.7691097687471284,4.380248969867379,2.190388754002977,1.8736193178240197,2.153078926436412,3.551275390056924,3.1566027367583724,2.7933704868492937,0.5615485645133886,0.5997570275435539,0.36830794903485986,73.35423197492163,9,0.0,20.689655172413794
2,dance-single,1.15356760005128,4.671659927256925,6.925244426276151,7.11592185497115,11.397111974060614,6.614889303373382,,,,,3.7233887949081343,3.9133251679833965,1.7914461860256352,0.0,0,0.0,70.4225352112676
10,dance-single,4.372834919428942,4.704753043074588,1.7456431065488407,1.6962173206761304,1.9386402107349487,1.8708476849855045,,,,,0.8566328085320217,0.9369515283811606,0.4120532070402705,67.21854304635761,9,0.0,66.22516556291392
5,dance-single,2.425860287046775,4.787491742782046,3.0779541519547684,3.6036355650211034,3.681717468698163,3.0066554842614757,,,,,1.604182261931459,1.5651478350353965,0.7572353078661176,0.0,0,0.0,47.486033519553075
12,dance-double,6.0923982794298865,4.58751525074937,2.1768174018650557,1.719358428280571,2.0210367249390506,1.3448321403180687,1.2167227615675749,1.8288083107608026,2.1727456931277853,2.19678646548601,0.4464875129003585,0.4187502660277006,0.306074526218609,70.62146892655367,16,0.0,18.926553672316384
17,dance-double,7.168182553475817,4.899249253964971,4.471641392964874,2.5535615749007174,2.2865551451756674,1.1641328663351915,1.1976679457954398,2.5085692207114207,2.338898914328497,3.4291395764014494,0.46376475141518686,0.4686441112033308,0.25702809278269584,94.5945945945946,41,0.0,34.62837837837838
17,dance-double,8.480912122937657,4.71492104994721,2.2504293815552403,1.0081875950794756,1.4118666260983752,1.078730301669438,1.0478536368119309,1.4327723392814988,2.100003175775854,4.612020938666554,0.2905052715386501,0.32487394626108373,0.1897706181799603,95.75971731448763,52,0.0,21.024734982332156
9,dance-double,3.970580408360641,4.7631307418691105,7.68788779250516,3.7733371675541783,4.070382332796999,2.1217021975033763,2.1163871440721667,3.4873296748551725,3.5224576848191544,4.726560766713276,0.716004595067601,0.7187034396315892,0.42436881220753087,37.65822784810127,3,0.0,28.164556962025316
7,dance-single,3.0235812954381727,4.723317599695173,2.4164547349094163,2.6233407207412185,3.3331310578352706,2.4055571396706994,,,,,1.2095898737320656,1.4512116491095615,0.6120813237631514,0.0,0,0.0,59.60591133004927
11,dance-single,4.4386702516741385,4.753814303922246,1.8288419954687316,1.668846352084898,1.6377589407705986,1.6705691288178166,,,,,0.8976335235928992,0.8537565794553235,0.4139731013919217,66.14420062695925,9,0.0,59.56112852664577
2,dance-single,1.8213446073369948,4.487073351101879,4.416151620231671,6.544969739072519,4.3062729250854845,4.642650053506559,,,,,2.9446453089413023,4.0053196411638226,1.4837658954833923,0.0,0,0.0,48.4375
15,dance-double,6.983811837537747,4.755854866172175,2.8934256100521236,2.6154378629634363,2.3080634613546778,1.0416203357961697,1.1891206216184667,2.1362780948655082,2.584863651724042,3.1585089750207795,0.4070542824339627,0.4509363990324301,0.22949100546507203,91.15913555992141,52,0.0,34.3811394891945
13,dance-single,5.9593629306569,4.5880240271531205,1.4435655081110195,1.1749175777562797,1.2096512356607025,1.3828962945161027,,,,,0.6389132350819589,0.6387196641445955,0.2889779701932192,96.4769647696477,47,0.0,56.91056910569105
17,dance-double,5.452182690363682,4.863055202818245,10.335964507694394,3.147831224598601,2.4535024360765143,1.4055747712484536,1.2658416605410236,3.7691069235190424,3.4929400234539285,9.120313747378294,0.6117296322047481,0.6622904931128076,0.33720787261718105,81.81818181818183,32,0.0,25.0
12,dance-single,5.849319757894631,4.58751525074937,1.3162254826044169,1.1160776036106645,1.2901020359050646,1.2450965562074714,,,,,0.6164111896886388,0.6301167235192533,0.3171664893251819,71.91977077363897,14,0.0,58.45272206303726
8,dance-single,3.4260955016275743,4.7461053529095825,3.256327560062568,1.9732025786374605,1.7350602545369453,3.0618122749841636,,,,,1.1237141795558954,1.0463201093215162,0.4562537441032845,14.23076923076923,5,0.0,57.692307692307686
5,dance-single,2.50313293795918,4.559712463063308,3.1080010946787495,3.3976393963732696,2.50653582522474,3.67570821109281,,,,,1.5097904009388705,1.3648814667305729,0.6875552297692763,0.0,0,0.0,65.56291390728477
16,dance-double,8.001418362742754,4.651643382345161,3.116991048233292,1.7911766379495828,2.050570645618168,1.241378582829515,1.1902966071443082,1.5757969270341512,2.0735668850386837,1.822582835026245,0.3444825643972299,0.32017366150861115,0.22814436828420157,92.34042553191489,29,0.0,19.574468085106382
5,dance-single,3.0094714191996093,4.589335476085296,3.990580351579761,3.726080197553946,3.4632709076443593,3.3654836834976862,,,,,1.7365814335653205,1.53279744628052,1.0224160995570757,0.0,0,0.0,40.17094017094017
5,dance-single,2.413941662629197,4.610565604504999,4.252165539375069,4.6041236470205975,4.981109205607451,5.08650045062852,,,,,2.0490895862562843,2.391888896385852,1.0065672968409782,0.0,0,0.0,49.01960784313725
10,dance-single,4.891665073926512,4.692182396310707,1.8724891403761583,1.248693336376603,1.2643408570153998,1.8980234574431465,,,,,0.6856073967580774,0.7038154789448879,0.3120874002347315,33.94495412844037,5,0.0,53.822629969418955
13,dance-single,5.634251524412062,4.749755260945649,1.233089308144723,1.212884146730914,1.1693960110553887,1.3672615084861848,,,,,0.651751690384377,0.6646265606559719,0.3460192942573418,91.28205128205128,45,0.0,55.64102564102564
7,dance-single,2.9539461629499466,4.721885985684052,2.334308632911444,2.687855915310505,2.4857457110661785,2.3829748883595414,,,,,1.2572645489433867,1.2201708446985313,0.64727445104243,0.0,0,0.0,42.24598930481284
7,dance-double,2.4926844406191773,4.736461571669267,16.02700059994783,11.44978820139897,6.589185982004901,4.311848515583873,3.649513033447278,5.83072820342172,5.656045426086534,20.135546003730187,1.4015394785572668,1.1650183592827312,0.7900143174329882,0.0,0,0.0,22.929936305732486
5,dance-single,2.6517597301390117,4.566948973167894,3.3482836389097668,3.130321527720591,4.266404829939726,3.5685118703532415,,,,,1.4507321155109458,1.9481745604446608,0.7029828170485363,0.0,0,0.0,50.40650406504065
10,dance-double,4.478195186982496,4.747797584237848,8.8885101515541,4.2839830028426755,4.128422555278817,2.178644460802521,2.081102708435959,4.31098686340585,4.874356455104506,7.207910061617784,0.7917689239685505,0.7922772950098005,0.44830464163967504,53.103448275862064,11,0.0,34.82758620689655
5,dance-single,2.3806451947981455,4.76586795818513,3.3214308360690543,4.9754574243372405,4.062435258728915,3.58007085654334,,,,,1.9107487399231875,1.829905838739914,0.8224077886061486,0.0,0,0.0,64.93506493506493
7,dance-single,4.177856615676681,4.765024568732028,2.6999535989229044,2.1889777678233213,2.326044219624251,2.81846818434874,,,,,1.1213415433678489,1.279195975958813,0.6250200090321663,0.0,0,0.0,40.72164948453608
